City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,sakata,38.9167,139.855,73.58,68,20,10.36,JP,1686106348
84,vilyuchinsk,52.9306,158.4028,57.47,66,65,5.68,RU,1686106348
85,severo-yeniseyskiy,60.3725,93.0408,72.75,59,7,4.83,RU,1686106348
86,kabompo,-13.5927,24.2008,53.22,59,0,4.36,ZM,1686106349
87,urumqi,43.801,87.6005,88.75,14,0,4.47,CN,1686106349
88,sisimiut,66.9395,-53.6735,29.43,81,77,6.78,GL,1686106349
89,veraval,20.9,70.3667,85.66,69,58,11.48,IN,1686106349
90,kangding,30.0513,101.9603,59.41,86,91,4.47,CN,1686106350
91,geraldton,-28.7667,114.6,61.21,77,100,9.22,AU,1686106350
92,sompeta,18.9333,84.6,91.63,59,55,6.8,IN,1686106350
93,malvan,16.0667,73.4667,85.98,66,5,4.74,IN,1686106350
94,carnarvon,-24.8667,113.6333,67.91,59,61,11.5,AU,1686106351
95,rongelap,11.1635,166.8941,81.93,83,73,18.66,MH,1686106351
96,vojens,55.2464,9.306,51.53,93,100,5.75,DK,1686106351
97,bilibino,68.0546,166.4372,63.36,38,34,3.47,RU,1686106351
98,inhambane,-23.865,35.3833,69.55,90,1,4.05,MZ,1686106352
99,isafjordur,66.0755,-23.124,39.56,81,41,8.43,IS,1686106352
100,minas de marcona,-15.2119,-75.1103,55.53,88,23,8.03,PE,1686106352
101,clanton,32.8387,-86.6294,75.69,76,66,3.0,US,1686106353
102,labytnangi,66.6572,66.4183,52.86,53,27,14.54,RU,1686106353
103,villa emilio carranza,19.9667,-96.6,79.45,84,6,7.0,MX,1686106353
104,hithadhoo,-0.6,73.0833,82.9,72,35,3.31,MV,1686106353
105,qamdo,31.1667,97.2333,52.27,33,2,1.72,CN,1686106354
106,pipar,26.3856,73.5378,90.88,40,0,12.53,IN,1686106354
107,port elizabeth,-33.918,25.5701,44.89,87,0,3.44,ZA,1686106274
108,porto novo,6.4965,2.6036,75.02,91,98,4.05,BJ,1686106354
109,greenland,43.0362,-70.8328,61.14,69,75,4.61,US,1686106055
110,petropavlovsk-kamchatsky,53.0452,158.6483,55.99,47,75,13.42,RU,1686106355
111,lata,40.1629,-8.3327,65.07,97,100,1.92,PT,1686106355
112,chowchilla,37.123,-120.2602,80.38,44,0,11.5,US,1686106156
113,port moresby,-9.4431,147.1797,89.02,66,40,17.27,PG,1686106356
114,lakatoro,-16.0999,167.4164,79.16,67,96,13.67,VU,1686106356
115,rudsar,37.1376,50.288,71.58,92,100,4.47,IR,1686106356
116,ajdabiya,30.7554,20.2263,77.31,39,100,19.98,LY,1686106356
117,ribeira grande,38.5167,-28.7,64.78,80,16,15.99,PT,1686106357
118,tazovsky,67.4667,78.7,60.42,45,14,12.44,RU,1686106357
119,lebu,-37.6167,-73.65,51.42,87,100,6.71,CL,1686106097
120,olonkinbyen,70.9221,-8.7187,31.68,97,99,4.81,SJ,1686106357
121,domna,51.8971,113.1573,60.96,30,10,13.42,RU,1686106358
122,nikolayevsk-on-amure,53.1406,140.73,69.8,49,0,8.48,RU,1686106358
123,puerto ayora,-0.7393,-90.3518,76.55,94,81,1.01,EC,1686106358
124,saint-pierre,-21.3393,55.4781,69.57,56,0,10.36,RE,1686106358
125,urangan,-25.3,152.9,70.3,59,55,13.2,AU,1686106359
126,villa gesell,-37.2639,-56.973,59.05,95,100,10.45,AR,1686106359
127,port augusta,-32.5,137.7667,75.06,41,70,21.43,AU,1686106359
128,mount pearl,47.5166,-52.7813,47.95,98,100,13.8,CA,1686106359
129,bonthe,7.5264,-12.505,76.44,93,100,6.22,SL,1686106360
130,andergrove,-21.0833,149.1833,77.65,64,37,14.92,AU,1686106360
131,klaksvik,62.2266,-6.589,47.32,80,84,13.33,FO,1686106360
132,pont rouge,48.8833,-72.0825,53.71,73,100,14.7,CA,1686106360
133,ilulissat,69.2167,-51.1,32.02,86,100,8.05,GL,1686106361
134,nemuro,43.3236,145.575,53.31,98,100,15.59,JP,1686106361
135,international falls,48.6011,-93.411,66.38,68,75,8.05,US,1686106361
136,sassandra,4.95,-6.0833,76.55,90,100,8.9,CI,1686106361
137,hermanus,-34.4187,19.2345,53.46,69,5,4.41,ZA,1686106362
138,tamanrasset,22.785,5.5228,71.51,14,0,9.22,DZ,1686106362
139,punta arenas,-53.15,-70.9167,37.51,87,75,8.05,CL,1686106362
140,chutove,49.7104,35.1603,57.92,67,97,4.21,UA,1686106363
141,jodar,37.8406,-3.3526,71.71,53,100,4.94,ES,1686106363
142,uturoa,-16.7333,-151.4333,80.06,67,97,15.19,PF,1686106363
143,ndele,8.4109,20.6473,70.27,97,100,1.21,CF,1686106363
144,eagle point,42.4726,-122.8028,85.3,49,0,12.66,US,1686106364
145,jamestown,42.097,-79.2353,58.64,72,0,4.61,US,1686106364
146,kununurra,-15.7667,128.7333,89.58,37,73,5.75,AU,1686106364
147,tiksi,71.6872,128.8694,39.33,78,37,5.14,RU,1686106364
148,luanda,-8.8368,13.2343,73.4,90,75,6.91,AO,1686106364
149,papao,-17.75,-149.55,82.08,71,52,17.9,PF,1686106365
150,harstad,68.799,16.5293,40.15,100,100,3.44,NO,1686106365
151,bardai,11.65,7.2333,74.97,69,100,12.21,NG,1686106365
152,padangsidempuan,1.3667,99.2667,84.2,61,79,3.27,ID,1686106365
153,astrakhan,46.3497,48.0408,62.47,72,0,7.0,RU,1686106366
154,donggang,28.9365,114.2259,86.61,57,31,4.85,CN,1686106366
155,saipan,15.1355,145.701,88.5,100,40,21.85,MP,1686106366
156,kapuskasing,49.4169,-82.4331,57.2,41,20,8.05,CA,1686106366
157,klyuchi,52.2667,79.1667,86.4,28,94,8.16,RU,1686106366
158,faya-largeau,17.9257,19.1043,84.47,48,36,5.66,TD,1686106367
159,mont-laurier,46.5501,-75.4993,55.02,64,50,4.56,CA,1686106367
160,tamarin,-20.3256,57.3706,75.76,82,5,10.8,MU,1686106367
161,shaowu,27.3409,117.4831,83.07,84,61,3.51,CN,1686106367
162,nantucket,41.2835,-70.0995,57.31,81,100,9.22,US,1686106257
163,rock springs,41.5875,-109.2029,65.64,48,20,8.99,US,1686106326
164,were ilu,10.6,39.4333,52.81,84,72,3.67,ET,1686106368
165,tindouf,27.6711,-8.1474,74.71,37,0,12.44,DZ,1686106369
166,piui,-20.4653,-45.9581,54.72,68,0,2.04,BR,1686106369
167,shiyan,32.6475,110.7781,81.37,50,100,5.1,CN,1686106369
168,chernyshevskiy,63.0128,112.4714,53.92,35,14,6.62,RU,1686106369
169,fortuna,40.5982,-124.1573,59.94,88,75,6.91,US,1686106370
170,badger,64.8,-147.5333,79.05,26,0,10.36,US,1686106370
171,whitehorse,60.7161,-135.0538,57.97,62,75,8.05,CA,1686106242
172,saint-leu,-21.15,55.2833,70.63,89,11,1.68,RE,1686106370
173,shippensburg,40.0507,-77.5203,69.82,65,2,3.98,US,1686106325
174,el bauga,18.262,33.9081,87.04,35,69,10.31,SD,1686106371
175,fort stockton,30.894,-102.8793,82.45,46,0,8.05,US,1686106339
176,kodiak,57.79,-152.4072,45.91,93,100,11.5,US,1686106371
177,tsiombe,-25.3,45.4833,67.1,97,15,5.41,MG,1686106372
178,vanino,49.0869,140.2543,62.87,60,29,7.87,RU,1686106372
179,daru,-9.0763,143.2092,80.56,89,81,14.97,PG,1686106372
180,holualoa,19.6228,-155.9522,78.64,74,75,10.36,US,1686106372
181,bengkulu,-3.8004,102.2655,82.81,75,36,6.38,ID,1686106373
182,ixtapa,20.7,-105.2,78.22,78,100,3.44,MX,1686106373
183,kiunga,-6.1219,141.2906,88.93,60,70,3.4,PG,1686106373
184,puerto armuelles,8.2833,-82.8667,84.09,68,100,3.0,PA,1686106373
185,polyarnyy,69.1989,33.4478,39.9,71,99,13.65,RU,1686106374
186,isangel,-19.55,169.2667,75.31,73,75,5.75,VU,1686106374
187,aromashevo,56.8602,68.6375,74.05,69,90,5.41,RU,1686106374
188,alderetes,-26.8167,-65.1333,64.31,88,100,3.44,AR,1686106374
189,solleftea,63.1667,17.2667,41.59,80,4,4.36,SE,1686106375
190,as sulaymaniyah,35.5611,45.4375,59.43,59,0,4.61,IQ,1686106375
191,taulaga,-11.0553,-171.0883,83.01,76,76,13.69,AS,1686106375
192,port douglas,-16.4833,145.4667,76.53,78,75,14.74,AU,1686106375
193,paramirim,-13.4425,-42.2389,67.05,75,24,5.12,BR,1686106376
194,tafo,6.7345,-1.6127,72.45,99,94,4.07,GH,1686106376
195,lillehammer,61.1146,10.4674,51.33,70,94,1.43,NO,1686106376
196,zarand,30.8127,56.564,79.39,27,0,6.31,IR,1686106376
197,rehoboth,-23.3167,17.0833,55.81,24,0,8.9,NA,1686106377
198,kristiansund,63.1115,7.732,46.45,87,100,2.3,NO,1686106377
199,midland,31.9974,-102.0779,81.27,46,0,9.22,US,1686106377
200,zilupe,56.3862,28.1217,51.55,79,82,4.63,LV,1686106377
201,nago,26.5881,127.9761,84.63,77,78,7.36,JP,1686106378
202,myingyan,21.4667,95.3833,88.97,58,100,8.32,MM,1686106378
203,wailua homesteads,22.0669,-159.378,81.03,76,20,12.66,US,1686106378
204,pauini,-7.7136,-66.9764,72.43,98,100,0.98,BR,1686106379
205,mao,39.8885,4.2658,66.76,88,75,4.61,ES,1686106379
206,cabeza del buey,38.7223,-5.2195,65.43,65,100,4.52,ES,1686106379
207,brokopondo,4.75,-55.1667,77.45,87,100,5.91,SR,1686106379
208,ciudad lazaro cardenas,17.9583,-102.2,81.28,73,10,6.42,MX,1686106380
209,puerto baquerizo moreno,-0.9,-89.6,77.7,80,39,12.86,EC,1686106380
210,flin flon,54.7682,-101.865,66.88,93,90,1.52,CA,1686106380
211,queenstown,-31.8976,26.8753,45.97,36,0,5.68,ZA,1686106380
212,tidjikja,18.5564,-11.4271,86.54,16,12,7.78,MR,1686106381
213,pasuquin,18.3328,120.6177,87.75,79,75,5.75,PH,1686106381
214,sao jose da coroa grande,-8.8978,-35.1478,76.12,85,27,2.73,BR,1686106337
215,andovoranto,-18.95,49.1,68.94,91,56,7.54,MG,1686106381
216,mokopane,-24.1944,29.0097,54.84,87,0,4.54,ZA,1686106382
217,atafu village,-8.5421,-172.5159,82.99,74,8,7.54,TK,1686106382
218,kapoeta,4.7717,33.5903,78.39,48,62,7.85,SS,1686106382
219,luderitz,-26.6481,15.1594,51.89,91,1,10.18,NA,1686106382
220,yaren,-0.5472,166.916,84.24,76,42,11.9,NR,1686106383
221,ola,59.5833,151.2833,70.14,66,93,8.5,RU,1686106383
222,san pedro,14.35,121.0167,91.31,68,40,3.44,PH,1686106383
223,kavaratti,10.5669,72.642,86.11,72,99,17.69,IN,1686106384
224,kingston,17.997,-76.7936,83.35,82,40,11.5,JM,1686106372
225,byron bay,-28.65,153.6167,66.7,52,95,6.46,AU,1686106384
226,manggar,-2.8833,108.2667,84.42,73,70,12.97,ID,1686106385
227,novodvinsk,64.4165,40.8122,43.05,68,62,3.11,RU,1686106385
228,batticaloa,7.7102,81.6924,84.94,67,58,4.97,LK,1686106385
229,quepos,9.4236,-84.1652,80.26,85,100,2.01,CR,1686106385
230,wau,7.7029,27.9953,70.88,95,100,3.71,SS,1686106386
231,miracema do tocantins,-9.5618,-48.3967,76.46,56,50,1.81,BR,1686106386
232,necochea,-38.5473,-58.7368,53.38,89,100,4.18,AR,1686106251
233,choibalsan,48.0667,114.5,62.53,32,14,22.17,MN,1686106387
234,tual,-5.6667,132.75,81.45,82,83,9.84,ID,1686106387
235,east london,-33.0153,27.9116,61.07,31,0,6.33,ZA,1686106387
236,mar del plata,-38.0023,-57.5575,57.09,90,0,5.99,AR,1686106387
237,concepcion,-36.827,-73.0498,53.4,87,0,6.91,CL,1686106122
238,magadan,59.5667,150.8,69.53,61,64,8.12,RU,1686106388
239,iskateley,67.6803,53.1512,40.8,68,98,15.68,RU,1686106388
240,fort bragg,35.139,-79.006,72.95,59,0,0.0,US,1686106388
241,tongliao,43.6125,122.2653,84.76,23,58,13.18,CN,1686106389
242,santa cruz de tenerife,28.4682,-16.2546,73.62,91,75,3.44,ES,1686106226
243,asan-maina village,13.4722,144.7165,88.5,69,75,18.41,GU,1686106389
244,eno,62.8051,30.1542,46.11,88,100,3.27,FI,1686106389
245,kuruman,-27.4524,23.4325,49.32,30,0,7.87,ZA,1686106390
246,bafra,41.5678,35.9069,58.64,79,1,4.85,TR,1686106390
247,tari,12.4086,4.4914,84.04,62,74,13.91,NG,1686106390
248,zhelezinka,53.54,75.3072,83.21,34,88,8.16,KZ,1686106392
249,mana,5.6592,-53.7767,77.13,91,73,6.29,GF,1686106392
250,nicoya,10.1483,-85.452,77.2,92,100,1.63,CR,1686106392
251,christchurch,-43.5333,172.6333,54.41,80,42,13.8,NZ,1686106332
252,newman,37.3138,-121.0208,77.23,64,98,7.0,US,1686106393
253,keflavik,64.0049,-22.5624,40.91,81,100,4.61,IS,1686106393
254,kyren,51.6828,102.1408,71.02,47,100,2.55,RU,1686106393
255,yar,58.249,52.1026,51.94,77,74,6.35,RU,1686106393
256,san mateo del mar,16.2,-95.0,85.44,69,100,7.78,MX,1686106394
257,tangshan,39.6333,118.1833,98.01,13,4,9.57,CN,1686106394
258,ar rahad,12.7167,30.65,79.74,63,79,8.05,SD,1686106394
259,cochrane,51.1834,-114.4687,73.67,32,0,14.97,CA,1686106394
260,bel ombre,-4.6167,55.4167,80.44,78,40,20.71,SC,1686106395
261,sfax,34.7406,10.7603,68.14,94,40,4.61,TN,1686106395
262,yakymivka,46.6897,35.1536,55.8,65,5,7.63,UA,1686106395
263,susuman,62.7833,148.1667,63.05,37,91,10.71,RU,1686106396
264,puerto deseado,-47.7503,-65.8938,43.16,52,3,15.95,AR,1686106396
265,amta,22.58,88.0083,91.33,38,0,8.68,IN,1686106396
266,vega de alatorre,20.0333,-96.6333,79.83,83,0,7.63,MX,1686106397
267,barbate,36.1924,-5.9219,68.97,79,100,16.17,ES,1686106397
268,noosa heads,-26.3833,153.15,72.1,53,79,11.68,AU,1686106397
269,camapua,-19.5314,-54.0439,61.61,66,0,5.55,BR,1686106397
270,chonchi,-42.6128,-73.8092,40.12,93,93,2.59,CL,1686106398
271,cheney,47.4874,-117.5758,84.22,14,40,9.22,US,1686106126
272,arraial do cabo,-22.9661,-42.0278,67.41,83,0,5.1,BR,1686106398
273,makoua,0.0069,15.6333,71.64,96,64,2.39,CG,1686106398
274,dudinka,69.4058,86.1778,51.62,49,92,13.71,RU,1686106399
275,fale old settlement,-9.3852,-171.2468,83.53,73,42,7.43,TK,1686106399
276,akbarabad,29.2464,52.7793,65.82,25,64,1.28,IR,1686106399
277,mahibadhoo,3.7833,72.9667,83.88,76,99,14.76,MV,1686106399
278,vacaria,-28.5122,-50.9339,50.0,91,0,6.2,BR,1686106400
279,multai,21.7667,78.25,92.05,26,6,14.54,IN,1686106400
280,kayangel,8.0823,134.7173,82.71,81,99,16.98,PW,1686106400
281,uliastay,47.7417,96.8444,68.85,33,0,3.67,MN,1686106400
282,taltal,-25.4,-70.4833,59.25,83,32,2.82,CL,1686106401
283,san patricio,28.017,-97.5169,80.46,75,48,7.76,US,1686106401
284,saint-louis du nord,19.9333,-72.7167,83.43,79,97,7.14,HT,1686106401
285,tyukhtet,56.5389,89.3011,85.71,41,0,5.03,RU,1686106401
286,shenjiamen,29.9576,122.298,69.84,95,100,9.13,CN,1686106402
287,moldava nad bodvou,48.6143,20.9996,60.94,94,75,3.44,SK,1686106402
288,sao luis de montes belos,-16.525,-50.3722,61.74,49,7,2.64,BR,1686106402
289,ndende,-2.4008,11.3581,68.74,96,94,1.66,GA,1686106403
290,sitka,57.0531,-135.33,53.49,71,75,4.61,US,1686106314
291,ghat,24.9647,10.1728,77.99,27,64,5.3,LY,1686106403
292,berezovo,63.9381,65.0419,58.24,47,85,8.21,RU,1686106403
293,kainantu,-6.2887,145.8655,76.1,56,87,5.39,PG,1686106404
294,zahir pir,28.8124,70.524,94.14,44,0,6.85,PK,1686106404
295,mersing,2.4312,103.8405,85.91,84,20,3.44,MY,1686106404
296,nizhnesortymskiy,62.4397,71.7603,67.86,35,64,3.98,RU,1686106405
297,ipatovo,45.7181,42.9036,59.05,66,31,3.65,RU,1686106405
298,kribi,2.95,9.9167,76.41,91,100,6.06,CM,1686106406
299,shingu,33.7333,135.9833,78.28,62,39,7.63,JP,1686106406
300,camiri,-20.05,-63.5167,62.58,94,1,1.88,BO,1686106406
301,yanykurgan,43.915,67.2481,89.91,11,52,4.14,KZ,1686106406
302,aasiaat,68.7098,-52.8699,25.77,89,71,7.99,GL,1686106407
303,brisas de zicatela,15.8369,-97.0419,82.44,75,86,2.44,MX,1686106407
304,kasongo-lunda,-6.4667,16.8167,67.19,77,86,1.07,CD,1686106407
305,ambalangoda,6.2355,80.0538,81.68,84,98,14.05,LK,1686106407
306,ketchikan,55.3422,-131.6461,55.87,71,100,6.91,US,1686106408
307,labrador city,52.9463,-66.9114,40.91,93,100,12.66,CA,1686106408
308,monte maiz,-33.2046,-62.6008,62.83,90,98,3.13,AR,1686106408
309,tenenkou,14.4572,-4.9169,90.73,15,96,8.5,ML,1686106408
310,siwa oasis,29.2041,25.5195,77.05,39,64,16.51,EG,1686106409
311,prineville,44.2999,-120.8345,84.9,16,0,13.8,US,1686106409
312,waremme,50.6979,5.256,59.74,85,0,8.05,BE,1686106409
313,cooma,-36.2333,149.1333,65.75,50,11,10.2,AU,1686106277
314,semera,11.501,41.201,84.16,42,58,5.55,ET,1686106409
315,gadzhiyevo,69.2551,33.3362,39.76,70,99,14.14,RU,1686106410
316,aljezur,37.3191,-8.8033,66.2,91,100,7.78,PT,1686106410
317,chabahar,25.2919,60.643,90.88,61,1,13.2,IR,1686106410
318,buddh gaya,24.7,84.9833,93.09,36,0,4.61,IN,1686106411
319,nakhon sawan,15.7,100.0833,90.19,56,97,9.8,TH,1686106411
320,nagqu,31.5,92.0,51.48,36,5,10.56,CN,1686106411
321,guerrero negro,27.9769,-114.0611,60.69,75,22,13.96,MX,1686106411
322,cole harbour,44.6724,-63.4751,51.19,95,100,8.01,CA,1686106412
323,kargasok,59.0556,80.8572,82.11,44,6,7.07,RU,1686106412
324,fort st. john,56.2499,-120.8529,67.89,21,75,19.57,CA,1686106412
325,ma'an,26.9775,110.7211,84.7,64,18,0.25,CN,1686106412
326,saldanha,-33.0117,17.9442,51.85,88,0,13.94,ZA,1686106413
327,haveri,14.8,75.4,79.86,67,59,12.24,IN,1686106413
328,jesup,31.6074,-81.8854,78.35,73,0,3.44,US,1686106413
329,port alfred,-33.5906,26.891,61.77,31,0,9.01,ZA,1686106413
330,smithers,54.7804,-127.1743,68.32,32,75,10.36,CA,1686106213
331,el granada,37.5027,-122.4694,66.02,78,100,25.32,US,1686106212
332,dwarka,22.2394,68.9678,84.25,79,16,15.75,IN,1686106414
333,kinablangan,7.6947,126.5503,84.74,74,90,3.27,PH,1686106414
334,kuqa,41.7278,82.9364,84.99,14,61,7.07,CN,1686106415
335,lerwick,60.1545,-1.1494,50.0,75,100,6.8,GB,1686106415
336,itaituba,-4.2761,-55.9836,77.86,78,91,1.66,BR,1686106415
337,totolapa,18.5167,-96.1833,78.6,80,0,3.56,MX,1686106415
338,nizhneudinsk,54.9076,99.0276,79.57,40,10,6.51,RU,1686106416
339,birzebbuga,35.8258,14.5269,68.14,94,20,8.05,MT,1686106416
340,tatvan,38.5067,42.2817,55.53,75,25,5.23,TR,1686106416
341,lantana,26.5867,-80.052,80.64,81,40,5.75,US,1686106416
342,teguise,29.0605,-13.564,70.02,88,0,11.5,ES,1686106417
343,coquimbo,-29.9533,-71.3436,55.13,100,0,3.44,CL,1686106417
344,colonia aurora,-27.4743,-54.525,61.29,83,0,2.42,AR,1686106417
345,inebolu,41.9747,33.7608,59.94,82,20,5.19,TR,1686106417
346,howrah,22.5892,88.3103,91.4,75,40,5.75,IN,1686106418
347,udachny,66.4167,112.4,48.45,45,2,10.85,RU,1686106418
348,alofi,-19.0595,-169.9187,78.69,78,75,8.05,NU,1686106418
349,kailua-kona,19.6406,-155.9956,82.36,73,75,10.36,US,1686106418
350,constantia,44.1833,28.65,54.7,66,86,8.68,RO,1686106419
351,tvoroyri,61.5556,-6.8111,48.22,93,100,8.43,FO,1686106419
352,kampene,-3.6,26.6667,66.65,82,100,1.9,CD,1686106419
353,chibougamau,49.9168,-74.3659,53.22,50,75,10.36,CA,1686106419
354,karratha,-20.7377,116.8463,73.31,35,43,7.25,AU,1686106420
355,qingdao,36.0986,120.3719,83.8,58,0,8.95,CN,1686106233
356,narva,59.3772,28.1903,49.41,87,81,9.48,EE,1686106420
357,isla vista,34.4133,-119.861,59.25,87,100,1.57,US,1686106164
358,lorengau,-2.0226,147.2712,85.62,68,100,7.29,PG,1686106421
359,antofagasta,-23.65,-70.4,60.08,85,2,1.95,CL,1686106421
360,undurkhaan,47.3194,110.6556,61.47,19,49,19.93,MN,1686106421
361,yuzhno-kurilsk,44.0306,145.8556,55.22,94,99,7.49,RU,1686106422
362,burang,30.25,81.1667,38.43,65,22,4.88,CN,1686106422
363,belmonte,-15.8631,-38.8828,73.45,74,10,9.4,BR,1686106337
364,broken hill,-31.95,141.4333,64.31,81,99,25.75,AU,1686106422
365,san antonio de pale,-1.4014,5.6325,76.44,84,91,15.19,GQ,1686106422
366,hilo,19.7297,-155.09,83.28,84,100,10.36,US,1686106417
